ID,year,test,theme,subtheme,portuguese,english,answer,responses_english_0,responses_english_1,responses_english_2,responses_english_3,responses_english_4,responses_english_5,responses_english_6,responses_english_7,responses_english_8,responses_english_9,responses_portuguese_0,responses_portuguese_1,responses_portuguese_2,responses_portuguese_3,responses_portuguese_4,responses_portuguese_5,responses_portuguese_6,responses_portuguese_7,responses_portuguese_8,responses_portuguese_9,responses_english,P-value_english,ratio_english,responses_portuguese,P-value_portuguese,ratio_portuguese
135,2022,Teórica II,Córnea,,"Em paciente com ceratopatia bolhosa e edema de córnea secundário à insuficiência endotelial, qual dos produtos de uso tópico, dentre os abaixo, deve ser evitado?
a)Hialuronato de sódio.
b)Cloreto de sódio.
c)Inibidores da anidrase carbônica.
d)Ciclopentolato.","In a patient with bullous keratopathy and corneal edema secondary to endothelial insufficiency, which of the following topical products should be avoided?
a) Sodium hyaluronate.
b) Sodium chloride.
c) Inhibitors of carbonic anhydrase.
d) Cyclopentolate.",c,c,a,a,c,b,a,c,c,c,b,a,a,a,a,a,a,a,a,a,a,c,0.4752910833430205,0.5,a,5.133013955782584e-05,1.0
136,2022,Teórica II,Córnea,,"Infestação palpebral pelo Phtirus pubis, pode ser tratada, preferencialmente, com qual das opções abaixo?

a)Doxiciclina via oral.
b)Xampu a base de óleo de melaleuca (tea tree oil).
c)Múltiplas sessões de aplicação de luz pulsada regulada, de alta intensidade (IRPL), na região periocular.
d)Ivermectina via oral.","Palpebral infestation by Phtirus pubis, can be preferably treated with which of the options below?

a) Doxycycline orally.
b) Tea tree oil-based shampoo.
c) Multiple sessions of application of high-intensity regulated pulsed light (IRPL) in the periocular region.
d) Ivermectin orally. 
d) Cyclopentolate.",d,d,d,d,d,d,d,b,b,b,b,c,b,c,b,c,c,b,c,b,b,d,0.17926780368434936,0.6,c,0.4752910833430205,0.5
137,2022,Teórica II,Córnea,,"Com relação às manifestações das conjuntivites, é correto afirmar:
a)Na ceratoconjuntivite vernal, a hipertrofia papilar ocorre frequentemente tanto na conjuntiva tarsal superior quanto na inferior, com aspecto e intensidade semelhantes.
b)Na conjuntivite papilar gigante secundária ao uso de próteses oculares, lentes de contato e fios de sutura, raramente a conjuntiva tarsal inferior apresenta hipertrofia papilar.
c)Na dermatoceratoconjuntivite atópica a hipertrofia papilar ocorre caracteristicamente na conjuntiva tarsal superior.
d)Conjuntivite alérgica perene frequentemente desenvolve papilas, localizadas geralmente na conjuntiva tarsal superior, com diâmetro superior a um milímetro.","Regarding the manifestations of conjunctivitis, it is correct to state:
a) In vernal keratoconjunctivitis, papillary hypertrophy often occurs in both the upper and lower tarsal conjunctiva, with similar appearance and intensity.
b) In giant papillary conjunctivitis secondary to the use of ocular prostheses, contact lenses and suture threads, the lower tarsal conjunctiva rarely presents papillary hypertrophy.
c) In atopic dermatokeratoconjunctivitis, papillary hypertrophy characteristically occurs in the upper tarsal conjunctiva.
d) Perennial allergic conjunctivitis often develops papillae, usually located in the upper tarsal conjunctiva, with a diameter greater than one millimeter.",b,c,d,c,c,c,c,c,c,c,c,a,c,c,a,c,a,c,c,c,c,c,0.0007410104055591837,0.9,c,0.043989589915272576,0.7
138,2022,Teórica II,Córnea,,"Com relação às conjuntivites adenovirais, é correto afirmar:
a)A remoção de pseudomembranas está associada a maior risco de formação de simbléfaro e por isso deve ser evitada.
b)Uso de corticosteroides tópicos de baixa concentração está indicado para prevenção do aparecimento de pseudomembranas, e por isso, eles são prescritos logo após o início dos sintomas.
c)Corticosteroides tópicos, utilizados na fase aguda, favorecem replicação viral com aumento da carga viral na superfície ocular.
d)Estudos controlados demonstraram eficácia do uso do cetorolaco 0,5% na fase aguda da conjuntivite para alívio dos sintomas, com redução da duração do período de contágio, em comparação ao uso de colírios lubrificantes.","Regarding adenoviral conjunctivitis, it is correct to state:
a) The removal of pseudomembranes is associated with a higher risk of symblepharon formation and therefore should be avoided.
b) Use of low-concentration topical corticosteroids is indicated to prevent the appearance of pseudomembranes, and therefore, they are prescribed soon after the onset of symptoms.
c) Topical corticosteroids, used in the acute phase, favor viral replication with increased viral load on the ocular surface.
d) Controlled studies have shown the effectiveness of using ketorolac 0.5% in the acute phase of conjunctivitis to relieve symptoms, with a reduction in the duration of the contagion period, compared to the use of lubricating eye drops.",c,b,b,b,b,b,b,b,b,b,b,b,d,b,b,b,b,b,a,d,d,b,5.133013955782584e-05,1.0,b,0.17926780368434936,0.6
139,2022,Teórica II,Córnea,,"Considerando os transplantes de córnea realizados com finalidade óptica, qual a associação mais adequada?

I. Distrofia de Fuchs.
II. Distrofia granular.
III. Opacidade após hidrópsia.
IV. Ceratopatia bolhosa.

A- Indicação para realização de transplante lamelar posterior.
B- Contraindicação para a realização de transplante lamelar anterior profundo.
C- Contraindicação para realização de transplante lamelar anterior superficial.
D- Indicação para a realização de transplante lamelar anterior profundo.

a)I: A, II: B, III: D, IV: C.
b)I: B, II: D, III: C, IV: A.
c)I: C, II: A, III: D, IV: B.
d)I: D, II: C, III: A, IV: B.","Considering corneal transplants performed for optical purposes, what is the most appropriate association?

I. Fuchs dystrophy.
II. granular dystrophy.
III. Opacity after hydrops.
IV. bullous keratopathy.

A- Indication for posterior lamellar transplantation.
B- Contraindication for performing a deep anterior lamellar transplant.
C- Contraindication for performing a superficial anterior lamellar transplant.
D- Indication for deep anterior lamellar transplantation.

a) I: A, II: B, III: D, IV: C.
b) I: B, II: D, III: C, IV: A.
c) I: C, II: A, III: D, IV: B.
d) I: D, II: C, III: A, IV: B.",b,d,d,d,d,d,d,d,d,d,d,a,d,d,a,a,a,d,d,d,a,d,5.133013955782584e-05,1.0,a,0.4752910833430205,0.5
140,2022,Teórica II,Córnea,,"Com relação ao herpes zoster oftálmico, é correto afirmar:
a)No tratamento de pacientes adultos imunocompetentes quando realizado com o valaciclovir, é utilizada a dose total diária de 3 g.
b)A endotelite disciforme, seguida da úlcera neurotrófica, são as duas manifestações clínicas mais frequentes do comprometimento da córnea, considerando os dois primeiros meses após o início da infecção.
c)O sinal de Hutchinson indica comprometimento dos ramos maxilar e mandibular do nervo trigêmeo e sinaliza aumento de probabilidade do acometimento ocular durante a infecção.
d)Um único dermátomo será acometido numa mesma ocorrência da infecção.","Regarding ophthalmic herpes zoster, it is correct to state:
a) In the treatment of immunocompetent adult patients when performed with valaciclovir, a total daily dose of 3 g is used.
b) Disciform endothelitis, followed by neurotrophic ulcer, are the two most frequent clinical manifestations of corneal involvement, considering the first two months after the onset of infection.
c) Hutchinson's sign indicates involvement of the maxillary and mandibular branches of the trigeminal nerve and indicates an increased probability of ocular involvement during infection.
d) A single dermatome will be affected in the same occurrence of the infection.",a,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
141,2022,Teórica II,Cirurgia Refrativva,,"Em relação aos exames pré-operatórios em cirurgia refrativa, assinale a alternativa correta.
a)A topografia de disco de Plácido gera o mapa paquimétrico ou de espessura corneana.
b)A topografia de disco de Plácido e o sistema de Scheimpflug são capazes de gerar tanto os mapas axiais como os tangenciais da córnea.
c)Os mapas gerados pela topografia de disco de Plácido são derivados da reflexão da face anterior e posterior da córnea.
d)O sistema de Scheimpflug avalia a curvatura anterior, o mapa de espessura, mas não a face posterior.","Regarding preoperative exams in refractive surgery, mark the correct alternative.
a) Placido disc topography generates the pachymetric or corneal thickness map.
b) Placido's disc topography and the Scheimpflug system are capable of generating both axial and tangential maps of the cornea.
c) The maps generated by Plácido's disk topography are derived from the reflection of the anterior and posterior surface of the cornea.
d) The Scheimpflug system evaluates the anterior curvature, the thickness map, but not the posterior face.",b,c,c,c,c,c,c,c,c,c,c,b,b,c,c,b,c,b,c,c,c,c,5.133013955782584e-05,1.0,c,0.17926780368434936,0.6
142,2022,Teórica II,Cirurgia Refrativa,,"Qual das condições abaixo tem seu risco aumentado após cirurgia de LASIK?
a)Catarata.
b)Glaucoma.
c)Olho seco.
d)Descolamento de retina.","Which of the conditions below is at increased risk after LASIK surgery?
a) Cataract.
b) Glaucoma.
c) Dry eye.
d) retinal detachment.",c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
143,2022,Teórica II,Lentes de Contato,,"Em relação ao uso de lente de contato terapêutica, assinale a alternativa correta.
a)As lentes de silicone-hidrogel potencializam a ação de medicamentos.
b)No caso de perfuração ocular a lente não deve ser utilizada sem a associação com adesivo tecidual ou sutura.
c)Nos casos de defeitos epiteliais a troca é diária.
d)Sua adaptação é realizada com maiores trocas que a habitual.","Regarding the use of therapeutic contact lenses, mark the correct alternative.
a) Silicone-hydrogel lenses potentiate the action of medications.
b) In the case of ocular perforation, the lens must not be used without association with tissue adhesive or suture.
c) In cases of epithelial defects, the change is daily.
d) Its adaptation is carried out with greater changes than usual.",a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
144,2022,Teórica II,Lentes de Contato,,"Um paciente com a ceratometria de 44,00/48,00 optou por adaptação de lente de contato. Foi adaptada uma de curva base 45,00. É correto afirmar que:
a)A lente lacrimal formada será de +3,00 dioptrias, uma vez que a diferença entre o meridiano mais curvo da lente e a curva base corresponde a esse valor.
b)O conceito de K se aplica ao meridiano mais plano, e sua diferença com a curva base resulta em uma lente positiva de +1,00 dioptria.
c)O paciente com esse valor de ceratometria não poderia usar lentes de contato, uma vez que há ectasia corneana muito importante.
d)O valor do meridiano mais curvo da lente da córnea é chamado de K, e lentes adaptadas com curva base mais curva que K formam uma lente lacrimal com poder dióptrico de -1,00 Dioptria.","One patient with a keratometry of 44.00/48.00 opted for contact lens fitting. One with a base curve of 45.00 was adapted. It is correct to say that:
a) The lacrimal lens formed will be +3.00 diopters, since the difference between the most curved meridian of the lens and the base curve corresponds to this value.
b) The concept of K applies to the flattest meridian, and its difference with the base curve results in a positive lens of +1.00 diopter.
c) The patient with this keratometry value could not wear contact lenses, since there is very important corneal ectasia.
d) The value of the most curved meridian of the corneal lens is called K, and adapted lenses with a base curve more curved than K form a lacrimal lens with a dioptric power of -1.00 Diopter.",b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,5.133013955782584e-05,1.0,a,5.133013955782584e-05,1.0
145,2022,Teórica II,Lentes de Contato,,"Um paciente apresenta na refração estática -8,00 dioptria esferica em ambos os olhos e pretende utilizar lentes de contato. Com relação aos óculos, o grau da sua lente de contato será:
a)-7,50 Dioptrias.
b)-8,00 Dioptrias.
c)-8,50 Dioptrias.
d)Não é possível determinar a graduação da lente sem a realização da topografia de córnea.","A patient has a static refraction of -8.00 spherical dioptry in both eyes and intends to wear contact lenses. With regard to glasses, your contact lens prescription will be:
a)-7.50 Dioptres.
b)-8.00 Dioptres.
c)-8.50 Dioptres.
d) It is not possible to determine lens graduation without performing corneal topography.",a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
146,2022,Teórica II,Estrabismo,,"Com relação à exotropia intermitente, assinale a alternativa correta.
a)Exercícios ortópticos são contraindicados se houver insuficiência de convergência.
b)Resolve-se espontaneamente na grande maioria dos casos.
c)O tratamento com oclusão é contraindicado se não houver ambliopia.
d)O uso de lentes negativas (ou hipermetropização), proporciona melhor resultado se a relação convergência acomodativa/acomodação for alta.","
Regarding intermittent exotropia, mark the correct alternative.
a) Orthoptic exercises are contraindicated if there is insufficient convergence.
b) It resolves spontaneously in the vast majority of cases.
c) Treatment with occlusion is contraindicated if there is no amblyopia.
d) The use of negative lenses (or farsightedness) provides better results if the accommodative convergence/accommodation ratio is high.",d,b,b,b,b,b,b,b,b,b,b,d,d,d,d,d,d,d,d,d,d,b,5.133013955782584e-05,1.0,d,5.133013955782584e-05,1.0
147,2022,Teórica II,Estrabismo,,"Entre os achados abaixo, qual está associado a função binocular sensorial considerada como a mais refinada:
a)Estereopsia.
b)Fusão binocular.
c)Diplopia.
d)Percepção macular simultânea.","Among the findings below, which one is associated with the sensory binocular function considered to be the most refined:
a) Stereopsis.
b) Binocular fusion.
c) Diplopia.
d) Simultaneous macular perception.",a,a,a,a,a,a,a,a,a,a,a,b,b,b,b,a,b,b,b,b,b,a,5.133013955782584e-05,1.0,b,0.0007410104055591837,0.9
148,2022,Teórica II,Estrabismo,,"Com relação à correspondência retiniana anômala, assinale a alternativa correta.
a)É um fenômeno de adaptação sensorial monocular.
b)É mais frequente nos desvios de pequeno ângulo.
c)É considerada fator protetor de diplopia no pós-operatório de cirurgia de estrabismo.
d)É considerada fator protetor de recidiva no pós-operatório de cirurgia de estrabismo.","Regarding the anomalous retinal correspondence, mark the correct alternative.
a) It is a phenomenon of monocular sensory adaptation.
b) It is more frequent in small angle deviations.
c) It is considered a protective factor for diplopia in the postoperative period of strabismus surgery.
d) It is considered a protective factor against recurrence in the postoperative period of strabismus surgery.",b,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
149,2022,Teórica II,Estrabismo,,"Qual das complicações abaixo é mais frequente após injeção de toxina botulínica no músculo reto medial?
a)Blefaroptose.
b)Hemorragia retrobulbar.
c)Midríase.
d)Miose.","Which of the following complications is most frequent after injection of botulinum toxin into the medial rectus muscle?
a) Blepharoptosis.
b) Retrobulbar hemorrhage.
c) Mydriasis.
d) Miosis.",a,b,b,b,b,b,b,b,b,b,b,b,b,a,b} hemorragia retrobulbar.,b,b,a,b,b,b} hemorragia retrobulbar,b,5.133013955782584e-05,1.0,b,0.17926780368434936,0.6
150,2022,Teórica II,Estrabismo,,"Com relação à exotropia causada por baixa acuidade visual monocular (sensorial), assinale a alternativa correta.
a)Representa aproximadamente 2% de todos os casos de exotropia do adulto.
b)Prescrição de prismas é o tratamento de escolha.
c)Está associada, em geral, a estereopsia normal.
d)É comum o aumento do desvio com o passar do tempo.","Regarding exotropia caused by low monocular (sensory) visual acuity, mark the correct alternative.
a) It represents approximately 2% of all cases of adult exotropia.
b) Prescription of prisms is the treatment of choice.
c) It is usually associated with normal stereopsis.
d) It is common for the deviation to increase over time.",d,b,b,b,b,b,b,b,b,b,b,c,c,c,c,c,c,c,c,c,c,b,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
151,2022,Teórica II,Estrabismo,,"As posições viciosas da cabeça para compensar os estrabismos ocorrem mais frequentemente em qual dos desvios abaixo?
a)Parcialmente acomodativos.
b)Incomitantes.
c)Exotropia intermitente.
d)Comitantes.","Vicious head positions to compensate for strabismus occur most frequently in which of the following deviations?
a) Partially accommodative.
b) Incomitants.
c) Intermittent exotropia.
d) Commanders.",b,b,b,b,b,b,b,b,b,b,b,d} comitantes,d}comitantes,d}comitantes,d} comitantes,b,b,d}comitantes,d} comitantes.,d} comitantes,d}comitantes,b,5.133013955782584e-05,1.0,d}comitantes,0.8254278090416608,0.4
152,2022,Teórica II,Estrabismo,,"Durante o teste de Maddox, colocou-se cilindros de Maddox diante dos olhos do paciente, sendo o vermelho diante do olho direito e o incolor diante do olho esquerdo, ambos orientados verticalmente. O paciente, ao observar um foco de luz puntiforme, informou ver a linha vermelha inclinada no sentido anti-horário (perspectiva do paciente). Ele apresenta mais provavelmente:
a)Inciclotorção do olho direito.
b)Exciclotorção do olho direito.
c)Inciclotorção do olho esquerdo.
d)Hiperfunção de músculo oblíquo superior esquerdo.","During the Maddox test, Maddox cylinders were placed in front of the patient's eyes, the red one in front of the right eye and the colorless one in front of the left eye, both vertically oriented. The patient, upon observing a point of light, reported seeing the red line tilted counterclockwise (patient's perspective). It most likely features:
a) Inciclotorsion of the right eye.
b) Excyclotorsion of the right eye.
c) Inciclotorsion of the left eye.
d) Hyperfunction of the left superior oblique muscle.",b,b,b,b,b,b,b,b,b,b,b,a,a,a} inciclotorção do olho direito.,a,a,a,a,a,a,a,b,5.133013955782584e-05,1.0,a,0.0007410104055591837,0.9
153,2022,Teórica II,Oncologia/Plástica Ocular,,"Com relação ao adenoma pleomórfico de glândula lacrimal, assinale a alternativa correta.
a)O exame de tomografia computadorizada mostra lesão heterogênea e mal delimitada.
b)O quadro mais comum é de massa de crescimento rapidamente progressivo.
c)À palpação, a tumoração é, em geral, indolor.
d)É mais frequente em mulheres.","Regarding pleomorphic adenoma of the lacrimal gland, mark the correct alternative.
a) Computed tomography scan shows heterogeneous and poorly delimited lesion.
b) The most common condition is a rapidly progressive growth mass.
c) On palpation, the tumor is generally painless.
d) It is more common in women.",c,a,c,c,a,a,c,a,c,c,c,a,a,a,c,c,a,a,a,a,b,c,0.17926780368434936,0.6,a,0.043989589915272576,0.7
154,2022,Teórica II,Oncologia/Plástica Ocular,,"Com relação ao comprometimento orbitário na leucemia, assinale a alternativa correta.
a)O tratamento geralmente não é sensível à radioterapia.
b)O tratamento geralmente não é sensível à quimioterapia.
c)O sarcoma granulocítico é a infiltração orbitária mais frequentemente associada a leucemia linfoide.
d)Exames de imagem mostram massa orbitária que geralmente compromete a estrutura óssea.","Regarding orbital involvement in leukemia, mark the correct alternative.
a) The treatment is generally not sensitive to radiotherapy.
b) The treatment is generally not sensitive to chemotherapy.
c) Granulocytic sarcoma is the orbital infiltration most frequently associated with lymphoid leukemia.
d) Imaging exams show an orbital mass that usually compromises the bone structure.",d,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
155,2022,Teórica II,Oncologia/Plástica Ocular,,"Com relação ao neurofibroma da órbita tipo plexiforme, assinale a alternativa correta:
a)Sua degenerarão maligna é rara.
b)É raramente observado em pacientes com neurofibromatose.
c)Tem bom prognóstico, com baixa taxa de recorrência após a cirurgia.
d)É avascular, sendo raro o sangramento do tumor durante a cirurgia.","Regarding plexiform orbital neurofibroma, mark the correct alternative:
a) Its malignant degeneration is rare.
b) It is rarely seen in patients with neurofibromatosis.
c) It has a good prognosis, with a low rate of recurrence after surgery.
d) It is avascular, and bleeding from the tumor during surgery is rare.",a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,c,b,b,b,5.133013955782584e-05,1.0,b,0.007048336371561326,0.8
157,2022,Teórica II,Córnea/Cristalino,,"Qual é o tumor epitelial maligno de conjuntiva, dentre os abaixo, que mais comumente ocorre na região do limbo?
a)Melanoma.
b)Sarcoma de Káposi.
c)Carcinoma espinocelular.
d)Carcinoma de células basais.","Which of the following malignant epithelial tumors of the conjunctiva most commonly occurs in the limbal region?
a) Melanoma.
b) Kaposi's sarcoma.
c) squamous cell carcinoma.
d) Basal cell carcinoma.",c,c,c,c,c,c,c,c,c,c,c,a,a,a,a,c,a,a,a,a,a,c,5.133013955782584e-05,1.0,a,0.0007410104055591837,0.9
158,2022,Teórica II,Cristalino/Catarata,,"Assinale a alternativa que contém três fatores associados ao desenvolvimento de catarata.
a)Alta miopia, uso prolongado de vitamina C e consumo de álcool.
b)Radiação de baixa energia, uso prolongado de corticoide e exposição à luz azul.
c)Tabagismo, exposição à luz ultravioleta e vitrectomia prévia.
d)Traumatismo ocular, diabetes melito e alta hipermetropia.","Check the alternative that contains three factors associated with the development of cataracts.
a) High myopia, prolonged use of vitamin C and alcohol consumption.
b) Low-energy radiation, prolonged use of corticosteroids and exposure to blue light.
c) Smoking, exposure to ultraviolet light and previous vitrectomy.
d) Eye trauma, diabetes mellitus and high hyperopia.",c,b,b,b,b,b,c,b,b,b,b,c,c,c,c,c,c,c,c,c,c,b,0.0007410104055591837,0.9,c,5.133013955782584e-05,1.0
159,2022,Teórica II,Cristalino/Catarata,,"Sobre as cataratas congênitas e infantis, julgue as assertivas abaixo como verdadeiras (V) ou falsas (F) e assinale a alternativa correta.

 I - Quando a opacidade é bilateral e grave, o intervalo entre a cirurgia do primeiro e do segundo olho deve ser apenas o mínimo e geralmente não ultrapassa uma semana.
 II - No caso de opacidades totais deve-se realizar a cirurgia o mais precocemente possível, de preferência entre os três e os quatro meses de idade.
 III - A catarata congênita é a causa mais comum de alteração do teste do reflexo vermelho em maternidades.
 IV - O reflexo vermelho normal ao nascimento é suficiente para a detecção precoce das anomalias congênitas no acompanhamento até os dois anos de idade.
a)I: Verdadeiro; II: Falso; III: Verdadeiro; IV: Falso.
b)I: Falso; II: Verdadeiro; III: Falso; IV: Verdadeiro.
c)I: Falso; II: Falso; III: Verdadeiro; IV: Falso.
d)I: Verdadeiro; lI: Verdadeiro; III: Verdadeiro; IV: Verdadeiro.","About congenital and infantile cataracts, judge the statements below as true (T) or false (F) and mark the correct alternative.

 I - When the opacity is bilateral and severe, the interval between surgery on the first and second eye should be minimal and generally does not exceed one week.
 II - In the case of total opacities, surgery should be performed as early as possible, preferably between three and four months of age.
 III - Congenital cataract is the most common cause of alteration of the red reflex test in maternity hospitals.
 IV - The normal red reflex at birth is sufficient for the early detection of congenital anomalies in the follow-up up to two years of age.
a) I: True; II: False; III: True; IV: False.
b) I: False; II: True; III: False; IV: True.
c) I: False; II: False; III: True; IV: False.
d) I: True; II: True; III: True; IV: True.",a,c,d,d,d,d,d,d,d,d,d,b,b,b,b,b,b,b,b,b,b,d,0.0007410104055591837,0.9,b,5.133013955782584e-05,1.0
160,2022,Teórica II,Cristalino/Catarata,,"Sobre as anomalias congênitas e falhas do desenvolvimento do cristalino, assinale a alternativa correta.
a)O bloqueio pupilar intermitente observado na microesferofacia acontece devido ao toque da íris na média periferia do cristalino em razão do diâmetro látero-lateral aumentado.
b)A subluxação do cristalino na síndrome de Marfan é mais comumente superior e temporal e pode induzir ambliopia causada pela assimetria refracional.
c)Na galactosemia pode-se observar no teste do reflexo vermelho uma sombra central à semelhança de ""gota de óleo"", o que não ocorre em outras doenças.
d)Na homocistinúria, o deslocamento do cristalino é geralmente bilateral, simétrico e presente ao nascimento.","Regarding congenital anomalies and failures in the development of the lens, mark the correct alternative.
a) The intermittent pupillary block observed in microspherophacy happens due to the touch of the iris in the medium periphery of the crystalline lens due to the increased side-to-side diameter.
b) Lens subluxation in Marfan syndrome is most commonly superior and temporal and may induce amblyopia caused by refractive asymmetry.
c) In galactosemia, a central shadow resembling an ""oil drop"" can be observed in the red reflex test, which does not occur in other diseases.
d) In homocystinuria, lens displacement is usually bilateral, symmetrical and present at birth.",b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,c,b,5.133013955782584e-05,1.0,b,0.007048336371561326,0.8
161,2022,Teórica II,Cristalino/Catarata,,"Após bloqueio retrobulbar para realização de cirurgia de facoemulsificação, o paciente evolui com perda progressiva de consciência, convulsões e parada respiratória após cinco minutos da injeção do anestésico. Assinale a alternativa que descreve corretamente a complicação mais provável neste caso e uma possível medida preventiva.
a)Injeção intraocular - observar a movimentação conjunta do globo ocular e da agulha antes de injetar.
b)Injeção intravascular - suspender anticoagulantes ou antiagregantes plaquetários antes da cirurgia.
c)Injeção no espaço subaracnoide - inserir a agulha menos do que 30 mm em profundidade.
d)Hemorragia retrobulbar - aspirar e verificar a presença de conteúdo hemático antes de injetar.","After retrobulbar block for phacoemulsification surgery, the patient evolved with progressive loss of consciousness, seizures and respiratory arrest five minutes after anesthetic injection. Check the alternative that correctly describes the most likely complication in this case and a possible preventive measure.
a) Intraocular injection - observe the joint movement of the eyeball and the needle before injecting.
b) Intravascular injection - suspend anticoagulants or antiplatelet agents before surgery.
c) Injection into the subarachnoid space - insert the needle less than 30 mm in depth.
d) Retrobulbar hemorrhage - aspirate and check for the presence of hematic content before injecting.",c,b,c,c,b,b,b,b,b,b,b,c,c,c,c,c,c,c,c,c,c,b,0.007048336371561326,0.8,c,5.133013955782584e-05,1.0
162,2022,Teórica II,Cristalino/Catarata,,"Sobre a biometria em olhos tamponados por óleo de silicone é correto afirmar:
a)O comprimento axial medido pelo ultrassom é falsamente reduzido em relação ao valor real.
b)A reflectometria de baixa coerência não pode ser utilizada nessa situação.
c)A medida da profundidade de câmara anterior deve ser realizada em posição supina.
d)A interferometria de coerência parcial é preferível à ultrassonografia nesses casos.","Regarding biometrics in eyes covered with silicone oil, it is correct to state:
a) The axial length measured by ultrasound is falsely reduced in relation to the real value.
b)Low coherence reflectometry cannot be used in this situation.
c) The anterior chamber depth measurement must be performed in the supine position.
d) Partial coherence interferometry is preferable to ultrasonography in these cases.",d,b,b,a,b,b,b,b,a,b,b,c,c,a,c,c,b,c,c,c,c,b,0.007048336371561326,0.8,c,0.007048336371561326,0.8
163,2022,Teórica II,Cristalino/Catarata,,"Assinale a alternativa que contém, respectivamente, um medicamento associado à ocorrência da síndrome da íris flácida no peroperatório e uma intervenção adequada para restabelecimento da midríase nesses casos.
a)Clorpromazina - retratores de íris.
b)Doxasozina - dilatador de Beehler.
c)Tamsulosina - esfincterectomias.
d)Atropina - anel expansor de íris.","Check the alternative that contains, respectively, a drug associated with the occurrence of flaccid iris syndrome in the perioperative period and an adequate intervention to restore mydriasis in these cases.
a) Chlorpromazine - iris retractors.
b) Doxasozine - Beehler dilator.
c) Tamsulosin - sphincterectomies.
d) Atropine - iris expander ring.",a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
164,2022,Teórica II,Cristalino/Catarata,,"Sobre a prevenção de endoftalmite em cirurgia de catarata, assinale a alternativa correta.
a)Em casos de contraindicação à iodopovidona, deve-se utilizar colírio de antibiótico tópico por cinco dias antes do procedimento.
b)Os principais fatores de risco incluem imunossupressão, diabetes, blefarite, conjuntivite, rotura da cápsula posterior e perda vítrea.
c)O uso intracameral de gentamicina deve ser adotado, principalmente nos casos associados a vitrectomia anterior.
d)Os agentes etiológicos mais frequentes são bactérias provenientes da esterilização inadequada dos materiais cirúrgicos e lentes intraoculares.","Regarding the prevention of endophthalmitis in cataract surgery, mark the correct alternative.
a) In cases of contraindication to povidone-iodine, topical antibiotic eye drops should be used for five days before the procedure.
b) The main risk factors include immunosuppression, diabetes, blepharitis, conjunctivitis, rupture of the posterior capsule and vitreous loss.
c) The intracameral use of gentamicin should be adopted, especially in cases associated with previous vitrectomy.
d) The most frequent etiological agents are bacteria from inadequate sterilization of surgical materials and intraocular lenses. ",b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
165,2022,Teórica II,Cristalino/Catarata,,"Após realizar as fraturas do núcleo com a técnica de dividir e conquistar, nota-se uma porção esbranquiçada e contração do tecido na porção lateral da incisão da córnea, com vazamento da solução de irrigação pelo vão formado. Entre as alternativas abaixo, qual seria eficaz em prevenir a ocorrência da complicação descrita?
a)Reduzir a taxa de fluxo de aspiração e fazer incisão mais estreita.
b)Usar ponteiras de maior diâmetro e luvas de irrigação coaxial de menor diâmetro.
c)Manter a ponteira equidistante das paredes da incisão e utilizar ultrassom pulsado.
d)Preencher a câmara anterior com viscoelástico coesivo e utilizar ultrassom contínuo.","After performing the core fractures with the divide-and-conquer technique, a whitish portion and contraction of the tissue can be seen on the lateral portion of the corneal incision, with leakage of the irrigation solution through the gap formed. Among the alternatives below, which would be effective in preventing the occurrence of the described complication?
a) Reduce the aspiration flow rate and make the incision narrower.
b)Use larger diameter tips and smaller diameter coaxial irrigation sleeves.
c) Keep the tip equidistant from the incision walls and use pulsed ultrasound.
d) Fill the anterior chamber with cohesive viscoelastic and use continuous ultrasound.",c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
