ID,year,test,theme,subtheme,portuguese,spanish,english,tagalog,answer,responses_portuguese_0,responses_portuguese_1,responses_portuguese_2,responses_portuguese_3,responses_portuguese_4,responses_portuguese_5,responses_portuguese_6,responses_portuguese_7,responses_portuguese_8,responses_portuguese_9,responses_portuguese_10,responses_spanish_0,responses_spanish_1,responses_spanish_2,responses_spanish_3,responses_spanish_4,responses_spanish_5,responses_spanish_6,responses_spanish_7,responses_spanish_8,responses_spanish_9,responses_spanish_10,responses_english_0,responses_english_1,responses_english_2,responses_english_3,responses_english_4,responses_english_5,responses_english_6,responses_english_7,responses_english_8,responses_english_9,responses_english_10,responses_tagalog_0,responses_tagalog_1,responses_tagalog_2,responses_tagalog_3,responses_tagalog_4,responses_tagalog_5,responses_tagalog_6,responses_tagalog_7,responses_tagalog_8,responses_tagalog_9,responses_tagalog_10
66,2022,Teórica II,Refração,,"Um paciente hipermétrope de +1,00 dioptrias esfericas de 45 anos não possui mais tolerância acomodativa. Logo, para exercer uma atividade a 25 cm necessitará de qual correção abaixo? 
a) +1,00 Dioptrias esfericas. 
b) +2,00 dioptrias esfericas. 
c) +4,00 dioptrias esfericas. 
d) +5,00 dioptrias esfericas.","Un paciente hipermétrope de 45 años con +1,00 dioptrías esféricas ya no tiene tolerancia acomodativa. Por tanto, para realizar una actividad a 25 cm, ¿qué corrección a continuación necesitarás?
a) +1,00 dioptrías esféricas.
b) +2,00 dioptrías esféricas.
c) +4,00 dioptrías esféricas.
d) +5,00 dioptrías esféricas.","A 45-year-old +1.00 spherical diopter hyperopic patient no longer has accommodative tolerance. Therefore, to carry out an activity at 25 cm, which correction below will you need? 
a) +1.00 spherical diopters. 
b) +2.00 spherical diopters. 
c) +4.00 spherical diopters. 
d) +5.00 spherical diopters.","Ang isang 45 taong gulang na +1.00 spherical diopter hyperopic pasyente ay hindi na may accommodative tolerance.Samakatuwid, upang magsagawa ng isang aktibidad sa 25 cm, aling pagwawasto sa ibaba ang kakailanganin mo?
a) +1.00 spherical diopters.
b) +2.00 spherical diopters.
c) +4.00 spherical diopters.
d) +5.00 spherical diopters.",D,b,a,a,b,a,b,a,b,a,a,a,b,a,a,a,d,a,A,b,d,a,a,a,A,a,B,b,b,a,a,b,d,a,c,d,A,a,a,a,a,a,a,a,a
67,2022,Teórica II,Refração,,"Uma criança de seis anos de idade com dificuldade de aprendizado, apresenta refração estática de +2,00 DE em ambos os olhos, alcançando acuidade visual 1,0. Não apresenta desvio ocular. Qual a melhor conduta neste caso? 
a) Não é necessária a prescrição de óculos. 
b) Prescrição total. 
c) Prescrição de +1,00 dioptrias esfericas em ambos os olhos. 
d) Prescrição de óculos de leitura.","Un niño de seis años con dificultades de aprendizaje tiene una refracción estática de +2,00 DE en ambos ojos, alcanzando una agudeza visual de 1,0. No hay desviación ocular. ¿Cuál es el mejor curso de acción en este caso?
a) No es necesaria prescripción médica para gafas.
b) Prescripción completa.
c) Prescripción de +1,00 dioptrías esféricas en ambos ojos.
d) Prescripción de gafas de lectura.","A six-year-old child with a learning disability has a static refraction of +2.00 spherical diopters in both eyes, achieving a visual acuity of 1.0. No ocular deviation. What is the best course of action in this case? 
a) It is not necessary to prescribe glasses. 
b) Full prescription. 
c) Prescription of +1.00 pherical diopters in both eyes. 
d) Prescription of reading glasses.","Ang isang anim na taong gulang na bata na may kapansanan sa pag-aaral ay may static na pagwawasto ng +2.00 spherical diopter sa parehong mga mata, nakamit ang isang visual acuity ng 1.0.Walang ocular paglihis.Ano ang pinakamahusay na kurso ng pagkilos sa kasong ito?
a) Hindi kinakailangan na magreseta ng mga baso.
b) Buong reseta.
c) Reseta ng +1.00 pherical diopters sa parehong mga mata.
d) Reseta ng pagbabasa ng baso.",A,a,b,a,a,a,b,b,d,d,c,a,b,b,d,c,c,C,a,c,c,b,c,b,b,A,B,b,b,a,C,B,c,c,a,a,d,c,a,a,c,b,a,a,d
68,2022,Teórica II,Refração,,"Qual a anisometropia do paciente que usa -3,00 dioptrias esfericas no olho direito e +1,00 dioptrias esfericas -2,00 dioptrias cilindricas x 90° no olho esquerdo? 
a) 0 DE. 
b) 1 dioptrias esfericas. 
c) 2 dioptrias esfericas. 
d) 3 dioptrias esfericas.","¿Cuál es la anisometropía del paciente que utiliza -3.00 dioptrías esféricas en el ojo derecho y +1.00 dioptrías esféricas -2.00 dioptrías cilíndricas x 90° en el ojo izquierdo?
a) 0DE.
b) 1 dioptrías esféricas.
c) 2 dioptrías esféricas.
d) 3 dioptrías esféricas.","What is the anisometropia of the patient who uses -3.00 spherical diopters in the right eye and +1.00 spherical diopters -2.00 cylindrical diopters x 90° in the left eye? 
a) 0 DE. 
b) 1 spherical diopters. 
c) 2 spherical diopters. 
d) 3 spherical diopters.","Ano ang anisometropia ng pasyente na gumagamit ng -3.00 spherical diopters sa kanang mata at +1.00 spherical diopters -2.00 cylindrical diopters x 90 ° sa kaliwang mata?
a) 0 de.
b) 1 spherical diopters.
c) 2 spherical diopters.
d) 3 spherical diopters.",D,A,b,a,a,c,c,d,b,b,e,c,a,a,b,b,a,a,d,b,d,a,d,e,c,a,c,c,d,b,c,A,d,a,A,c,b,a,d,b,C,c,B,B,d
69,2022,Teórica II,Refração,,"Um examinador localizado a 0,67 m do olho examinado utiliza um retinoscópio e varre o meridiano horizontal (eixo vertical), observando um movimento a favor. Após adicionar lentes positivas, o reflexo é neutralizado com +1,50 dioptria. Com esta lente, ao varrer o meridiano vertical (eixo horizontal), observa-se um movimento a favor. Qual das alternativas abaixo pode ser uma prescrição para o paciente? 
a) +1,00 dioptria esferica - 1,00 x 90°. 
b) +1,00 dioptria esferica - 1,00 x 180°. 
c) -1,00 dioptria esferica + 1,00 X 90°. 
d) -1,00 dioptria esferica + 1,00 X 180°.","Un examinador situado a 0,67 m del ojo examinado utiliza un retinoscopio y escanea el meridiano horizontal (eje vertical), observando un movimiento a favor. Después de añadir lentes positivos, el reflejo se neutraliza con +1,50 dioptrías. Con esta lente, al escanear el meridiano vertical (eje horizontal), se observa un movimiento a favor. ¿Cuál de las siguientes podría ser una receta para el paciente?
a) +1,00 dioptría esférica - 1,00 x 90°.
b) +1,00 dioptría esférica - 1,00 x 180°.
c) -1,00 dioptría esférica + 1,00 X 90°.
d) -1,00 dioptría esférica + 1,00 X 180°.","An examiner located 0.67 m from the examined eye uses a retinoscope and scans the horizontal meridian (vertical axis), observing a movement in favor. After adding plus lenses, the flare is neutralized with +1.50 diopter. With this lens, when sweeping the vertical meridian (horizontal axis), a movement in favor is observed. Which of the following could be a prescription for the patient? 
a) +1.00 spherical diopter - 1.00 x 90°. 
b) +1.00 spherical diopter - 1.00 x 180°. 
c) -1.00 spherical diopter + 1.00 X 90°. 
d) -1.00 spherical diopter + 1.00 X 180°.","Ang isang tagasuri na matatagpuan 0.67 m mula sa nasuri na mata ay gumagamit ng isang retinoscope at sinusuri ang pahalang na meridian (vertical axis), na nagmamasid sa isang kilusan na pabor.Matapos ang pagdaragdag kasama ang mga lente, ang apoy ay neutralisado sa +1.50 diopter.Gamit ang lens na ito, kapag nagwawalis sa vertical meridian (pahalang na axis), ang isang kilusan na pabor ay sinusunod.Alin sa mga sumusunod ang maaaring maging reseta para sa pasyente?
a) +1.00 spherical diopter - 1.00 x 90 °.
b) +1.00 spherical diopter - 1.00 x 180 °.
c) -1.00 spherical diopter + 1.00 x 90 °.
d) -1.00 spherical diopter + 1.00 x 180 °.",A,a,a,c,b,b,a,c,c,c,c,B,a,a,B,c,a,A,a,a,b,c,a,c,b,c,a,b,b,b,a,a,a,a,a,b,a,a,b,d,b,a,b,b,b
70,2022,Teórica II,Farmacologia,,"Um paciente previamente emétrope de 40 anos de idade com histórico de epilepsia refere visão embaçada para longe de aparecimento súbito em ambos os olhos. Apresenta miopia de -4,50 dioptrias esfericas em ambos os olhos atingindo acuidade visual normal. Qual a provável causa? 
a) Acidente vascular cerebral. 
b) Uso de topiramato. 
c) Ectopia lentis. 
d) Catarata.","Un paciente de 40 años previamente emétrope con antecedentes de epilepsia refiere aparición repentina de visión borrosa a distancia en ambos ojos. Presenta miopía de -4,50 dioptrías esféricas en ambos ojos, logrando agudeza visual normal. ¿Cuál es la causa probable?
a) Accidente cerebrovascular.
b) Uso de topiramato.
c) Ectopia lenticular.
d) Catarata.","A previously emmetropic 40-year-old patient with a history of epilepsy reports sudden onset blurred vision in both eyes. He has myopia of -4.50 spherical diopters in both eyes, reaching normal visual acuity. What is the likely cause? 
a) Stroke. 
b) Use of topiramate. 
c) Ectopia lentis. 
d) Cataract.","Ang isang dating emmetropic 40 taong gulang na pasyente na may kasaysayan ng epilepsy ay nag-uulat ng biglaang pagsisimula ng malabo na pananaw sa parehong mga mata.Mayroon siyang myopia ng -4.50 spherical diopters sa parehong mga mata, na umaabot sa normal na visual acuity.Ano ang malamang na sanhi?
a) stroke.
b) Paggamit ng topiramate.
c) Ectopia lentis.
d) katarata.",B,a,d,d,b,c,b,c,a,a,b,b,b,d,c,c,c,c,B,c,b,b,c,b,c,b,c,c,a,d,b,d,C,b,d,c,d,d,c,a,a,c,c,c,c
71,2022,Teórica II,Refração,,"Assinale a alternativa que correlaciona corretamente as colunas.

I - Astigmatismo hipermetrópico composto a favor da regra.
II - Astigmatismo miópico composto contra a regra.
III- Anisometropia astigmática.
IV - Anisometropia antimetrópica.

A - OD: -1,00 DE -1,50 DC x 90°
OE: -1,00DE -1,50 DC x 90°.

B - OD: +5,00 DE
OE: -1,00 DE.

C - OD: +5,00 DE -5,00 DC x 90°
OE: +1,00 DE -1,00 DC x 90°.

D - OD: +5,00 DE +2,50 DC x 90°
OE: +5,00 DE +2,50 DC x 90°.

a)I: C / II: A / III: D / IV: B.
b)I: C / II : B / III: A / IV: D.
c)I: D / II: A / III: C / IV: B.
d)I: D / II: C / III: B / IV: A.","Seleccione la alternativa que correlacione correctamente las columnas.
I - Astigmatismo hipermétrope compuesto a favor de la regla.
II - Astigmatismo miope compuesto contra la regla.
III- Anisometropía astigmática.
IV - Anisometropía antimetrópica.

A - Ojo derecho: -1,00 dioptrías esféricas -1,50 dioptrías cilíndricas x 90° Ojo izquierdo: -1,00 dioptrías esféricas -1,50 dioptrías cilíndricas x 90°.
B - Ojo derecho: +5,00 dioptrías esféricas Ojo izquierdo: -1,00 dioptrías esféricas.
C - Ojo derecho: +5,00 dioptrías esféricas -5,00 dioptrías cilíndricas x 90° ojo izquierdo: +1,00 dioptrías esféricas -1,00 dioptrías cilíndricas x 90°.
D - Ojo derecho: +5,00 dioptrías esféricas +2,50 dioptrías cilíndricas x 90° ojo izquierdo: +5,00 dioptrías esféricas +2,50 dioptrías cilíndricas x 90°.

a)I: C / II: A / III: D / IV: B.
b)I: C / II : B / III: A / IV: D.
c)I: D / II: A / III: C / IV: B.
d)I: D / II: C / III: B / IV: A.","Mark the alternative that correctly correlates the columns. 
I - Compound hypermetropic astigmatism in favor of the rule. 
II - Compound myopic astigmatism against the rule. 
III- Astigmatic anisometropia. 
IV - Antimetropic anisometropia. 

A - Right eye: -1.00 spherical diopters -1.50 cylindrical diopters x 90° Left eye: -1.00 spherical diopters -1.50 cylindrical diopters x 90°. 
B - Right eye: +5.00 spherical diopters Left eye: -1.00 spherical diopters. 
C - Right eye: +5.00 spherical diopters -5.00 cylindrical diopters x 90° left eye: +1.00 spherical diopters -1.00 cylindrical diopters x 90°. 
D - Right eye: +5.00 spherical diopters +2.50 cylindrical diopters x 90° left eye: +5.00 spherical diopters +2.50 cylindrical diopters x 90°.

a)I: C / II: A / III: D / IV: B.
b)I: C / II : B / III: A / IV: D.
c)I: D / II: A / III: C / IV: B.
d)I: D / II: C / III: B / IV: A.","Markahan ang kahalili na tama ang pag -ugnay sa mga haligi.
I - tambalan hypermetropic astigmatism sa pabor ng panuntunan.
II - Compound myopic astigmatism laban sa panuntunan.
III- astigmatic anisometropia.
IV - Antimetropic Anisometropia.

A -kanang mata: -1.00 spherical diopter -1.50 cylindrical diopters x 90 ° kaliwang mata: -1.00 spherical diopter -1.50 cylindrical diopters x 90 °.
B - kanang mata: +5.00 spherical diopters kaliwang mata: -1.00 spherical diopters.
C -kanang mata: +5.00 spherical diopters -5.00 cylindrical diopters x 90 ° kaliwang mata: +1.00 spherical diopters -1.00 cylindrical diopters x 90 °.
D - kanang mata: +5.00 spherical diopters +2.50 cylindrical diopters x 90 ° kaliwang mata: +5.00 spherical diopters +2.50 cylindrical diopters x 90 °.

a)I: C / II: A / III: D / IV: B.
b)I: C / II : B / III: A / IV: D.
c)I: D / II: A / III: C / IV: B.
d)I: D / II: C / III: B / IV: A.",C,a,c,a,I: C,a,b,a,a,c,a,a,a,a,a,a,a,a,b,b,a,a,e,b,a,a,a,B,a,a,c,III: D,a,a,a,a,a,b,c,a,b,B,a,b,h
72,2022,Teórica II,Refração,,"Classifique os astigmatismos abaixo de acordo com a ceratometria central. Considere o astigmatismo interno insignificante.

I- 44,00 @ 90° x 42,00 @ 180°.
II- 44,00 @ 180° x 42,00 @ 90°.
III- 44,00 @ 45° x 42,00 @ 135°.

A- Astigmatismo a favor da regra.
B- Astigmatismo contra a regra.
C- Astigmatismo oblíquo.

a)I: A, II: B, III: C.
b)I: A, II: C, III: B.
c)I: B, II: A, III: C.
d)I: B, II: C, III: A.","Clasifica los astigmatismos a continuación según la queratometría central. Considere el astigmatismo interno insignificante.

I- 44,00 @ 90° x 42,00 @ 180°.
II- 44,00 @ 180° x 42,00 @ 90°.
III- 44,00 @ 45° x 42,00 @ 135°.

A- Astigmatismo a favor de la regla.
B- Astigmatismo contra la regla.
C- Astigmatismo oblicuo.

a)I: A, II: B, III: C.
b)I: A, II: C, III: B.
c)I: B, II: A, III: C.
d)I: B, II: C, III: A.","Classify the astigmatisms below according to the central keratometry. Consider insignificant internal astigmatism.

I- 44.00 @ 90° x 42.00 @ 180°.
II- 44.00 @ 180° x 42.00 @ 90°.
III- 44.00 @ 45° x 42.00 @ 135°.

A- Astigmatism in favor of the rule.
B- Astigmatism against the rule.
C- Oblique astigmatism.

a) I: A, II: B, III: C.
b) I: A, II: C, III: B.
c) I: B, II: A, III: C.
d) I: B, II: C, III: A.","Pag -uri -uriin ang mga astigmatism sa ibaba ayon sa gitnang keratometry.Isaalang -alang ang hindi gaanong mahalagang panloob na astigmatism.

I- 44.00 @ 90 ° x 42.00 @ 180 °.
II- 44.00 @ 180 ° x 42.00 @ 90 °.
III- 44.00 @ 45 ° x 42.00 @ 135 °.

A- ASTIGMATISM na pabor sa panuntunan.
B- astigmatism laban sa panuntunan.
C- Obliquique Astigmatism.

a) I: A, II: B, III: C.
b) I: A, II: C, III: B.
c) I: B, II: A, III: C.
d) I: B, II: C, III: A.",A,a,a,c,c,a,a,a,a,c,a,a,a,a,A- Astigmatismo a favor de la regla.,A,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,c,a,a,a,D,a,c,a,c,a,a,a,a,a
73,2022,Teórica II,Refração,,"Um paciente se afasta do Greens para não embaçar as lentes devido ao uso de máscara durante o exame. Qual das alternativas abaixo é correta caso ele permaneça afastado do Greens e o oftalmologista não perceba? 
a) Se ele for míope, haverá hipocorreção em sua prescrição. 
b) Se ele for míope, haverá hipercorreção em sua prescrição. 
c) Se ele for míope, não haverá mudança em sua prescrição. 
d) Se ele for hipermetrope, necessitará de maior esforço acomodativo.","Un paciente se aleja de los refractores Greens para evitar que se empañen los lentes debido al uso de una mascarilla durante el examen. ¿Cuál de las siguientes alternativas es la correcta si se mantiene alejado de los Greens y el oftalmólogo no se da cuenta?
a) Si es miope, su prescripción estará subcorregida.
b) Si es miope habrá sobrecorrección en su prescripción.
c) Si es miope, no habrá cambio en su prescripción.
d) Si es previsor, necesitará un mayor esfuerzo de acomodación.","A patient moves away from the Greens so as not to fog up his lenses due to the use of a mask during the exam. Which of the following is correct if he stays away from the Greens and the ophthalmologist doesn't notice? 
a) If he is myopic, there will be undercorrection in his prescription. 
b) If he is myopic, there will be overcorrection in his prescription. 
c) If he is nearsighted, there will be no change in his prescription. 
d) If he is farsighted, he will need greater accommodative effort.","Ang isang pasyente ay lumilipat palayo sa mga gulay upang hindi mapako ang kanyang mga lente dahil sa paggamit ng isang mask sa panahon ng pagsusulit.Alin sa mga sumusunod ang tama kung siya ay lumayo sa mga gulay at hindi napansin ng ophthalmologist?
a) Kung siya ay myopic, magkakaroon ng undercorrection sa kanyang reseta.
b) Kung siya ay myopic, magkakaroon ng overcorrection sa kanyang reseta.
c) Kung siya ay napapansin, walang pagbabago sa kanyang reseta.
d) Kung siya ay malabo, kakailanganin niya ang mas malaking pagsisikap.",B,c,d,d,A,d,c,c,c,A,c,A,b,c,a,d,a,a,d,a,C,b,a,a,d,a,a,a,b,b,a,A,b,b,d,c,c,a,a,a,c,a,a,c,a
74,2022,Teórica II,Refração,,"Qual a função do ajuste ""P"" no refrator de Greens? 
a) Aumentar o poder esférico positivo para testar a refração para perto. 
b) Aumentar o poder esférico negativo para descontar a distância de trabalho na esquiascopia. 
c) Inserir um prisma de 6 DP e possibilitar a avaliação do balanço refratométrico. 
d) Separar as imagens e possibilitar avaliação do balanço refratométrico e da estereopsia.","¿Cuál es la función del ajuste ""P"" en el refractor Greens?
a) Aumente la potencia esférica positiva para probar la refracción cercana.
b) Aumentar la potencia esférica negativa para reducir la distancia de trabajo en skiascopia.
c) Insertar un prisma de 6 DP y permitir la evaluación de la balanza refractométrica.
d) Separar las imágenes y permitir la valoración del equilibrio refractométrico y la estereopsis.","What is the function of the ""P"" setting on the Greens refractor? 
a) Increase positive spherical power to test near refraction. 
b) Increase the negative spherical power to discount the working distance in skiascopy. 
c) Insert a 6 DP prism and allow the evaluation of the refractometric balance.
d) Separate the images and allow evaluation of refractometric balance and stereopsis.","Ano ang pag -andar ng setting ng ""P"" sa Greens Refractor?
a) Dagdagan ang positibong spherical power upang subukan malapit sa pagwawasto.
b) Dagdagan ang negatibong spherical power upang diskwento ang distansya ng pagtatrabaho sa skiascopy.
c) Ipasok ang isang 6 dp prisma at payagan ang pagsusuri ng balanse ng refractometric.
d) Paghiwalayin ang mga imahe at payagan ang pagsusuri ng refractometric na balanse at stereopsis.",D,b,A,b,A,a,A,B,b,c,A,a,a,a,c,a,a,a,a,a,a,a,a,a,a,A,a,A,a,a,a,a,a,a,D,A,c,A,c,A,A,A,A,A,c
75,2022,Teórica II,Refração,,"Um míope hipocorrigido frequentemente inclina seus óculos para enxergar melhor. Qual o efeito desta manobra em suas lentes corretoras? 
a) Aumento da divergência óptica e indução de cilindro positivo no eixo da inclinação. 
b) Aumento da convergência óptica e indução de cilindro negativo no eixo da inclinação. 
c) Aumento da divergência óptica e indução de cilindro negativo no eixo da inclinação. 
d) Aumento da convergência óptica e indução de cilindro positivo no eixo da inclinação.","Una persona miope con corrección insuficiente suele inclinar sus gafas para ver mejor. ¿Qué efecto tiene esta maniobra en tus lentes correctivos?
a) Aumento de la divergencia óptica e inducción de un cilindro positivo en el eje de inclinación.
b) Mayor convergencia óptica e inducción de un cilindro negativo en el eje de inclinación.
c) Aumento de la divergencia óptica e inducción de un cilindro negativo en el eje de inclinación.
d) Mayor convergencia óptica e inducción de un cilindro positivo en el eje de inclinación.","An undercorrected myopic person often tilts his glasses to see better. What effect does this maneuver have on your corrective lenses? 
a) Increased optical divergence and positive cylinder induction on the tilt axis. 
b) Increased optical convergence and negative cylinder induction on the tilt axis. 
c) Increased optical divergence and negative cylinder induction on the tilt axis. 
d) Increased optical convergence and positive cylinder induction on the tilt axis.","Ang isang undercorrected myopic person ay madalas na tumagilid sa kanyang baso upang makita nang mas mahusay.Ano ang epekto ng mapaglalangan na ito sa iyong mga corrective lens?
a) nadagdagan ang optical divergence at positibong cylinder induction sa axis ng ikiling.
b) nadagdagan ang optical convergence at negatibong cylinder induction sa axis ng ikiling.
c) nadagdagan ang optical divergence at negatibong cylinder induction sa axis ng ikiling.
d) nadagdagan ang optical convergence at positibong cylinder induction sa axis axis.",C,b,a,c,a,a,b,a,a,b,c,a,a,a,a,b,a,b,a,c,c,a,a,a,a,b,b,a,b,A,c,d,a,a,a,A,b,a,b,a,a,a,d,b,a
